operation,person,type,FO,region,amount,month
Внесение,ФЛ,Резидент,ЮФО,Республика Калмыкия,50100,Октябрь
Выдача,ФЛ,Резидент,ЮФО,Республика Калмыкия,212963,Октябрь
Внесение,ЮЛ,Резидент,ЮФО,Республика Калмыкия,798353,Октябрь
Выдача,ЮЛ,Резидент,ЮФО,Республика Калмыкия,431742,Октябрь
Внесение,ФЛ,Нерезидент,ЮФО,Краснодарский край,,Октябрь
Выдача,ФЛ,Нерезидент,ЮФО,Краснодарский край,,Октябрь
Внесение,ФЛ,Резидент,ЮФО,Краснодарский край,570727,Октябрь
Выдача,ФЛ,Резидент,ЮФО,Краснодарский край,439079,Октябрь
Внесение,ЮЛ,Резидент,ЮФО,Краснодарский край,295932,Октябрь
Выдача,ЮЛ,Резидент,ЮФО,Краснодарский край,226636,Октябрь
Внесение,ФЛ,Нерезидент,ЮФО,Ростовская область,,Октябрь
Выдача,ФЛ,Нерезидент,ЮФО,Ростовская область,,Октябрь
Внесение,ФЛ,Резидент,ЮФО,Ростовская область,46923,Октябрь
Выдача,ФЛ,Резидент,ЮФО,Ростовская область,500360,Октябрь
Внесение,ЮЛ,Резидент,ЮФО,Ростовская область,81199,Октябрь
Выдача,ЮЛ,Резидент,ЮФО,Ростовская область,1708483,Октябрь
Внесение,ФЛ,Нерезидент,ДФО,Амурская область,,Ноябрь
Выдача,ФЛ,Нерезидент,ДФО,Амурская область,,Ноябрь
Внесение,ФЛ,Резидент,ДФО,Амурская область,56478,Ноябрь
Выдача,ФЛ,Резидент,ДФО,Амурская область,329351,Ноябрь
Внесение,ЮЛ,Резидент,ДФО,Амурская область,85197,Ноябрь
Выдача,ЮЛ,Резидент,ДФО,Амурская область,85072,Ноябрь
Внесение,ФЛ,Нерезидент,ДФО,Еврейская автономная область,,Ноябрь
Выдача,ФЛ,Нерезидент,ДФО,Еврейская автономная область,,Ноябрь
Внесение,ФЛ,Резидент,ДФО,Еврейская автономная область,91289,Ноябрь
Выдача,ФЛ,Резидент,ДФО,Еврейская автономная область,974958,Ноябрь
Внесение,ЮЛ,Резидент,ДФО,Еврейская автономная область,32163,Ноябрь
Выдача,ЮЛ,Резидент,ДФО,Еврейская автономная область,346998,Ноябрь
Внесение,ФЛ,Нерезидент,ДФО,Камчатский край,,Ноябрь
Выдача,ФЛ,Нерезидент,ДФО,Камчатский край,,Ноябрь
Внесение,ФЛ,Резидент,ДФО,Камчатский край,13711,Ноябрь
Выдача,ФЛ,Резидент,ДФО,Камчатский край,651831,Ноябрь
Внесение,ЮЛ,Резидент,ДФО,Камчатский край,53872,Ноябрь
Выдача,ЮЛ,Резидент,ДФО,Камчатский край,263127,Ноябрь
Внесение,ФЛ,Нерезидент,ДФО,Магаданская область,,Ноябрь
Выдача,ФЛ,Нерезидент,ДФО,Магаданская область,,Ноябрь
Внесение,ФЛ,Резидент,ДФО,Магаданская область,79063,Ноябрь
Выдача,ФЛ,Резидент,ДФО,Магаданская область,814774,Ноябрь
Внесение,ЮЛ,Резидент,ДФО,Магаданская область,4799,Ноябрь
Выдача,ЮЛ,Резидент,ДФО,Магаданская область,437701,Ноябрь
Внесение,ФЛ,Нерезидент,ДФО,Приморский край,,Ноябрь
Выдача,ФЛ,Нерезидент,ДФО,Приморский край,,Ноябрь
Внесение,ФЛ,Резидент,ДФО,Приморский край,35646,Ноябрь
Выдача,ФЛ,Резидент,ДФО,Приморский край,633659,Ноябрь
Внесение,ЮЛ,Резидент,ДФО,Приморский край,31735,Ноябрь
Выдача,ЮЛ,Резидент,ДФО,Приморский край,41,Ноябрь
Внесение,ФЛ,Нерезидент,ДФО,Республика Саха (Якутия),,Ноябрь
Выдача,ФЛ,Нерезидент,ДФО,Республика Саха (Якутия),,Ноябрь
Внесение,ФЛ,Резидент,ДФО,Республика Саха (Якутия),98618,Ноябрь
Выдача,ФЛ,Резидент,ДФО,Республика Саха (Якутия),142206,Ноябрь
Внесение,ЮЛ,Резидент,ДФО,Республика Саха (Якутия),16405,Ноябрь
Выдача,ЮЛ,Резидент,ДФО,Республика Саха (Якутия),77625,Ноябрь
Внесение,ФЛ,Нерезидент,ДФО,Сахалинская область,,Ноябрь
Выдача,ФЛ,Нерезидент,ДФО,Сахалинская область,,Ноябрь
Внесение,ФЛ,Резидент,ДФО,Сахалинская область,92584,Ноябрь
Выдача,ФЛ,Резидент,ДФО,Сахалинская область,733004,Ноябрь
Внесение,ЮЛ,Резидент,ДФО,Сахалинская область,93583,Ноябрь
Выдача,ЮЛ,Резидент,ДФО,Сахалинская область,482183,Ноябрь
Внесение,ФЛ,Нерезидент,ДФО,Хабаровский край,,Ноябрь
Выдача,ФЛ,Нерезидент,ДФО,Хабаровский край,,Ноябрь
Внесение,ФЛ,Резидент,ДФО,Хабаровский край,33257,Ноябрь
Выдача,ФЛ,Резидент,ДФО,Хабаровский край,884196,Ноябрь
Внесение,ЮЛ,Резидент,ДФО,Хабаровский край,5559,Ноябрь
Выдача,ЮЛ,Резидент,ДФО,Хабаровский край,177731,Ноябрь
Внесение,ФЛ,Нерезидент,ДФО,Чукотский авт.округ,,Ноябрь
Выдача,ФЛ,Нерезидент,ДФО,Чукотский авт.округ,,Ноябрь
Внесение,ФЛ,Резидент,ДФО,Чукотский авт.округ,84658,Ноябрь
Выдача,ФЛ,Резидент,ДФО,Чукотский авт.округ,922168,Ноябрь
Внесение,ЮЛ,Резидент,ДФО,Чукотский авт.округ,52707,Ноябрь
Выдача,ЮЛ,Резидент,ДФО,Чукотский авт.округ,285510,Ноябрь
Внесение,ФЛ,Нерезидент,ПФО,Республика Башкортостан,,Ноябрь
Выдача,ФЛ,Нерезидент,ПФО,Республика Башкортостан,,Ноябрь
Внесение,ФЛ,Резидент,ПФО,Республика Башкортостан,85053,Ноябрь
Выдача,ФЛ,Резидент,ПФО,Республика Башкортостан,699794,Ноябрь
Внесение,ЮЛ,Резидент,ПФО,Республика Башкортостан,118357,Ноябрь
Выдача,ЮЛ,Резидент,ПФО,Республика Башкортостан,236966,Ноябрь
Внесение,ФЛ,Нерезидент,ПФО,Кировская область,,Ноябрь
